id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8234510,"Beautiful Astoria Apt 1BR, 2bath",7853503,Lindsay,Queens,Astoria,40.7713,-73.92628,Entire home/apt,140,1,2,02/01/16,0.05,1,0
8239352,Private Room 12x12 close to manhattan,43449898,Ashley,Queens,Maspeth,40.721940000000004,-73.91138000000001,Private room,59,1,85,30/06/19,1.85,1,176
8241894,1 large bedroom 10mins to Manhattan,6865699,Yuxi,Queens,Long Island City,40.75363,-73.93463,Private room,80,3,1,14/09/15,0.02,1,0
8266969,Cozy and Comfortable,43590457,Michael,Queens,Astoria,40.76599,-73.91776999999999,Private room,75,3,0,,,1,0
8267425,Ridgewood/Bushwick ~ Bungalow,21148770,Ian,Queens,Ridgewood,40.70995,-73.90959000000001,Entire home/apt,170,4,6,04/01/17,0.13,1,0
8272122,Cozy Room 4 stops from 5 avenue,2417692,Verena,Queens,Astoria,40.75748,-73.91221,Private room,100,15,15,01/07/19,0.32,2,61
8274931,Stunning apartment with view only 5 min from metro,43633040,Nika,Queens,Astoria,40.76086,-73.92604,Entire home/apt,85,3,25,03/06/19,0.55,1,0
8313551,Recently renovated private floor,5268758,Jennifer,Queens,Sunnyside,40.73633,-73.92641,Entire home/apt,125,1,172,06/07/19,4.48,1,234
8316959,Sun-soaked Oasis in Astoria.,41817016,G. Angela,Queens,Ditmars Steinway,40.771879999999996,-73.91555,Private room,175,1,5,03/09/17,0.11,1,87
8341919,Brand New Luxury Apt Lease Takeover,43945071,Shining,Queens,Long Island City,40.74654,-73.95778,Entire home/apt,199,480,0,,,1,365
8342009,Cozy apartment with lots of light,43375242,Gabriela,Queens,Long Island City,40.75653,-73.93268,Private room,120,2,9,22/04/19,0.2,2,89
8367125,Nice & clean studio for a couple,44099001,Agnieszka,Queens,Elmhurst,40.7452,-73.89086,Entire home/apt,78,2,1,18/09/16,0.03,1,0
8368708,Cozy 1 bedroom apt Prime Location!!,20413250,Sara,Queens,Astoria,40.76307,-73.92246999999999,Entire home/apt,150,14,0,,,2,0
8398955,LaGuardia Room with Private Entrance(2)!,31851704,Laura,Queens,East Elmhurst,40.75819,-73.87504,Private room,50,1,209,24/06/19,4.53,2,1
8407092,Historic Ridgewood Brick Townhouse,9684993,Randy,Queens,Ridgewood,40.70928,-73.89795,Entire home/apt,139,5,3,30/07/18,0.16,1,0
8408695,15 MIN FROM MANHATTAN,10181589,Jodi,Queens,Sunnyside,40.74592,-73.92399,Entire home/apt,95,1,0,,,1,0
8416015,Cozy apt 20 minutes to Manhattan,44329555,Enzo,Queens,Jackson Heights,40.75273,-73.87144,Entire home/apt,104,2,166,22/06/19,3.63,1,195
8423666,"""Bloom of Floral Park"" 1 BR Basement Suite",44361695,Mordeana,Queens,Bellerose,40.733509999999995,-73.71299,Private room,65,2,39,29/05/19,0.85,1,222
8431998,Cozy Private Room in Ridgewood,2945143,Ahmed,Queens,Ridgewood,40.70588,-73.90821,Private room,75,2,0,,,1,0
8441969,"Full Bedroom Avaliable, Astoria",1411399,Carlos,Queens,Astoria,40.76615,-73.91325,Private room,99,1,6,17/06/19,0.13,5,323
8442642,Private Bath/Master Bedroom Astoria,1411399,Carlos,Queens,Astoria,40.767990000000005,-73.91234,Private room,109,1,2,12/05/16,0.04,5,138
8459744,Studio style Room with private bath,30791331,Tsepak,Queens,East Elmhurst,40.7568,-73.88894,Entire home/apt,89,2,9,27/05/19,0.2,2,331
8472812,2 bedroom apt 1 min walk to train,9295237,Noelle,Queens,Astoria,40.75763,-73.91389000000001,Entire home/apt,130,5,2,31/05/19,0.04,2,0
8472997,"LIC 1 BR, City & River Views",3191699,Tori,Queens,Long Island City,40.74534,-73.95557,Entire home/apt,199,2,0,,,1,0
8482165,Charming living room in Astoria,32833549,Siju,Queens,Astoria,40.765409999999996,-73.92009,Shared room,52,1,1,27/09/15,0.02,1,363
8499719,"Huge Room, Safe Neighborhood,Near Manhattan",3501090,Sebastian & Andrea,Queens,Astoria,40.76404,-73.91174000000001,Private room,75,4,86,18/06/19,1.88,1,324
8501697,Airy private room near E/F/M/R/7 and LGA,938086,Benjamin,Queens,Elmhurst,40.74537,-73.88337,Private room,51,1,12,21/01/18,0.26,1,0
8505781,Immaculate Bedroom,43220439,Annesha,Queens,Jamaica,40.67068,-73.76711,Private room,55,5,29,07/07/19,0.64,1,314
8507219,"NYC Room, NO Extra or Hidden Fees",20985328,​ Valéria,Queens,Astoria,40.761520000000004,-73.92254,Private room,80,5,30,05/11/18,0.66,2,249
8507643,Cozy One BR with Ideal Location,5557052,Saket,Queens,Astoria,40.764359999999996,-73.92628,Private room,110,1,5,01/01/17,0.14,1,0
8525477,Room in private Victorian house,22420999,Herman,Queens,Richmond Hill,40.69474,-73.83038,Private room,55,1,7,18/05/19,0.15,5,344
8533457,"Close to everything, transportation",44924379,Roland,Queens,Jamaica,40.69872,-73.78614,Private room,70,1,68,13/06/19,1.5,3,349
8535125,Stay in Astoria's heart,44932338,Maria,Queens,Astoria,40.7657,-73.92469,Private room,100,2,15,01/10/16,0.33,1,318
8540941,Sunny & Quiet Room in Woodside,6653707,David,Queens,Sunnyside,40.748540000000006,-73.91338,Private room,37,1,0,,,1,0
8542461,JFK Airport Spacious and gorgeous Room,14046692,Pedro J,Queens,Howard Beach,40.65918,-73.83038,Private room,50,1,5,20/10/17,0.24,2,0
8595036,Cozy room in the heart of Astoria,45232769,Nadir,Queens,Astoria,40.76685,-73.91762,Private room,69,2,62,24/06/19,1.37,3,67
8597141,"Private Room, 15min from MANHATTAN",43908809,M&L,Queens,Woodside,40.74921,-73.9037,Private room,50,1,3,08/06/16,0.07,3,65
8612715,"NYC-Room,NoHiddenFees+FreeBreakfast",20985328,​ Valéria,Queens,Astoria,40.76258,-73.92141,Private room,70,3,1,12/10/15,0.02,2,36
8615012,Private Tent - Shared Room (Bed-2),44620317,Claudia,Queens,Corona,40.73977,-73.85777,Shared room,37,1,34,21/09/18,0.76,4,362
8622301,Astoria Full Basement Apartment,45354224,'Cil,Queens,Astoria,40.76914,-73.92118,Private room,120,2,240,01/07/19,5.22,1,298
8623370,Private luxury apartment,45359132,Patricia,Queens,Queens Village,40.720009999999995,-73.75402,Entire home/apt,85,2,57,01/07/19,1.26,1,317
8627973,"2BR2BA apartment, PRIVATE bathroom & AC inside",19303369,Hiroki,Queens,Elmhurst,40.74073,-73.87591,Private room,40,29,1,31/05/19,0.77,37,30
8635762,"Studio Close To LIJ, JFK.Private Entry,欢迎中国朋友来住",45404928,Joan,Queens,Queens Village,40.71412,-73.73008,Entire home/apt,59,1,113,07/07/19,2.79,1,346
8646618,NYC suite w/ Bath & Balcony near LGA JFK Manhattan,10164435,Stella,Queens,Astoria,40.7571,-73.92792,Private room,77,1,254,24/06/19,5.61,3,11
8648818,Private Bedroom + Live/Workspace - best location!,2591842,Alan,Queens,Astoria,40.75758,-73.9206,Private room,57,3,2,27/12/18,0.19,1,5
8649999,Cozy private room in Queens NY,45464080,Paula,Queens,Jackson Heights,40.751670000000004,-73.89171,Private room,55,4,6,23/12/15,0.13,1,249
8653449,Private room  with Shared Bathroom,31598220,Adishwar,Queens,Jackson Heights,40.747659999999996,-73.88949000000001,Private room,45,20,1,20/06/16,0.03,1,0
8663831,Room in a beautiful apartment,16339935,Amy,Queens,Long Island City,40.75819,-73.93213,Private room,90,3,1,24/10/15,0.02,1,0
8664615,Stylish Astoria Apartment,45446889,Justin,Queens,Astoria,40.767070000000004,-73.91473,Entire home/apt,75,3,1,31/08/16,0.03,1,0
8681776,"20 Mins to Manhattan, 7 mins LGA",17794638,Burak,Queens,Ditmars Steinway,40.77442,-73.91465,Private room,75,2,4,01/10/16,0.12,1,0
8683858,纽约之家(PrivateBathroom4),45600001,Amy,Queens,Flushing,40.74491,-73.83355,Private room,60,1,27,27/05/19,0.59,3,76
8684074,The Tranquility Room-large & light,45601111,Dlb,Queens,Laurelton,40.67168,-73.74744,Private room,42,2,54,27/05/18,1.22,5,189
8686167,"1BR, Steps from the 7 Train",20234611,Tyler,Queens,Sunnyside,40.74454,-73.92394,Entire home/apt,125,1,14,01/01/17,0.33,1,0
8686361,Elegant Queen size bed room.,24597265,Freda,Queens,Ditmars Steinway,40.77114,-73.90968000000001,Private room,50,14,2,30/11/18,0.06,8,317
8703888,Private room with Full size Bed M,30791331,Tsepak,Queens,Jackson Heights,40.7553,-73.88701999999999,Private room,50,2,49,02/01/19,1.08,2,356
8704348,Spacious & Artsy Astoria Apartment,9376458,Jorge,Queens,Astoria,40.76512,-73.92430999999999,Entire home/apt,135,3,11,02/10/16,0.24,1,0
8733472,20 mins to Manhattan Entire Studio,475986,Mary Beth,Queens,Kew Gardens,40.71065,-73.83015,Entire home/apt,100,1,14,01/01/19,0.31,1,90
8737468,Spacious Private Room,16934136,Tracey,Queens,Queens Village,40.713409999999996,-73.74804,Private room,65,1,0,,,1,0
8741446,"Clean, inviting apt.15min to NYC",24597265,Freda,Queens,Ditmars Steinway,40.770579999999995,-73.91091,Entire home/apt,187,6,57,09/06/19,1.33,8,275
8760442,Private studio in Jackson Heights w/free parking,45937956,Fahim,Queens,Jackson Heights,40.75115,-73.8939,Entire home/apt,85,3,91,24/06/19,2.11,2,50
8761292,Private Tent- Shared Room (Bed 1),44620317,Claudia,Queens,Corona,40.74049,-73.85606999999999,Shared room,40,1,39,01/07/19,0.87,4,351
8795721,Spacious studio 10 min to Manhattan,6672223,Katia,Queens,Astoria,40.761959999999995,-73.92399999999999,Entire home/apt,72,3,7,18/01/16,0.15,1,0
8817102,Sunlit Bedroom in Forest Hills Apartment,4430927,Martha,Queens,Forest Hills,40.73122,-73.85302,Private room,32,60,3,21/12/18,0.08,1,0
8826129,Private bedroom Private Living Room,46230558,Joseph,Queens,Glendale,40.70302,-73.89499,Private room,115,2,0,,,1,0
8844402,Cozy room in the Heart of Astoria,45232769,Nadir,Queens,Astoria,40.76628,-73.91761,Private room,75,2,94,07/07/19,2.08,3,35
8846293,5min from airport,46087238,Michion,Queens,Jamaica,40.68858,-73.78961,Private room,45,1,25,31/01/19,0.65,2,335
8848162,"Great, Clean NYC Apartment",46122430,Liana,Queens,Astoria,40.761140000000005,-73.91398000000001,Private room,42,60,1,26/10/15,0.02,1,0
8857546,Comfy Rooms,45601111,Dlb,Queens,Laurelton,40.66943,-73.74778,Private room,45,2,85,26/05/19,1.99,5,333
8867383,Cozy Bedroom - 1 Stop to Manhattan,46414646,Giovana,Queens,Long Island City,40.75085,-73.93743,Private room,55,3,6,20/11/15,0.13,1,0
8869857,纽约之家(SunnyHome6),45600001,Amy,Queens,Flushing,40.74651,-73.83195,Private room,50,1,71,11/05/19,1.57,3,83
8883269,Cute 1 bedroom apt close to all,46482708,Djamal,Queens,Maspeth,40.72582,-73.90549,Entire home/apt,100,3,74,20/05/19,1.63,1,321
8886292,Spacious MasterBedRoom 15min to NYC,43908809,M&L,Queens,Woodside,40.74968,-73.90333000000001,Private room,170,1,1,08/06/16,0.03,3,90
8903855,Queens Condo w/ Manhattan View,46573375,Loren,Queens,Long Island City,40.752159999999996,-73.94099,Shared room,150,3,0,,,1,0
8904076,Forest Hills 3 Bedroom Apartment,46574350,Sean,Queens,Forest Hills,40.71372,-73.83693000000001,Entire home/apt,125,1,2,10/08/16,0.05,1,0
8924966,1BR+Futon+Terrace 20' to Manhattan,27502041,Alex,Queens,Sunnyside,40.74746,-73.91416,Entire home/apt,99,3,40,10/06/19,0.91,1,128
8941092,Sunnyside:Large 1 bedroom apartment,45738364,Joe,Queens,Sunnyside,40.74153,-73.91806,Entire home/apt,84,2,0,,,1,0
8941820,Ensuite privacy close to Manhattan,46741696,Manchang,Queens,Woodside,40.74688,-73.90674,Private room,70,3,138,20/06/19,3.1,1,54
8952816,CHARMING  ROOM CLOSE TO MANHATTAN,45416627,Lolita,Queens,Astoria,40.76786,-73.92433,Private room,45,1,137,16/06/19,3.06,9,283
8953050,Beautiful private studio,46794554,Bhargav,Queens,Ditmars Steinway,40.77987,-73.90309,Entire home/apt,75,7,0,,,1,0
8953200,CLASSIC BEDROOM CLOSE TO MANHATTAN,45416627,Lolita,Queens,Astoria,40.76783,-73.92316,Private room,55,1,143,21/06/19,3.19,9,276
8953404,LARGE BEDROOM CLOSE TO MANHATTAN,45416627,Lolita,Queens,Astoria,40.76801,-73.92501,Private room,55,1,78,20/06/19,1.78,9,311
8953625,"PRIVATE, CLEAN, ROOM CLOSE TO MANH",45416627,Lolita,Queens,Astoria,40.76832,-73.92345999999999,Private room,48,1,150,23/06/19,3.39,9,323
8954037,BIG NEW ROOM,45416627,Lolita,Queens,Astoria,40.769420000000004,-73.92343000000001,Private room,50,1,99,20/05/19,2.21,9,341
8964446,Cozy Bedroom in Astoria Two Bedroom Apartment.,46848226,Jessica,Queens,Astoria,40.7601,-73.91929,Private room,60,2,5,01/06/18,0.21,1,0
8993871,"Sunny bedroom with balcony, Queens",46979077,Maya,Queens,Elmhurst,40.74085,-73.89022,Private room,65,1,123,22/06/19,2.76,2,333
8995426,Manhattan skyline Rm,13813923,Maria,Queens,Long Island City,40.744170000000004,-73.94964,Private room,55,1,33,22/04/19,2.1,2,293
9031216,"upstairs apartment  private, spacious",47140247,Hilary,Queens,Bellerose,40.72756,-73.71795,Entire home/apt,42,3,0,,,1,0
9047816,Beautiful Home 1 Stop from Midtown,2660650,Allan (& Max),Queens,Long Island City,40.74977,-73.93979,Private room,100,4,46,29/06/19,1.18,1,284
9061117,LOVELY 1BR. 15Min. to Times Square,4087778,Katie,Queens,Sunnyside,40.745020000000004,-73.91355,Entire home/apt,180,3,0,,,1,0
9064714,1870's 3-story house private bedroom,26379512,Sheila,Queens,Long Island City,40.74495,-73.9557,Private room,90,3,34,06/07/19,1.02,1,3
9089397,"Hosting single travelers, Weekends",47394476,Alexander,Queens,Astoria,40.76352,-73.91353000000001,Private room,50,2,1,03/11/15,0.02,1,0
9108196,Cozy Room,45601111,Dlb,Queens,Laurelton,40.67106,-73.74833000000001,Private room,34,2,71,29/01/19,1.72,5,282
9118958,Nice Room in private house,22420999,Herman,Queens,Richmond Hill,40.69417,-73.83072,Private room,50,2,3,07/01/18,0.08,5,346
9127163,Quiet retreat- exclusive. Access NYC attractions.,47546771,June,Queens,Holliswood,40.72402,-73.76828,Private room,79,3,4,02/06/19,0.31,1,180
9138664,Private Lg Room 15 min to Manhattan,47594947,Iris,Queens,Sunnyside,40.742709999999995,-73.92493,Private room,74,2,6,26/05/19,0.13,1,5
9145202,Room near JFK Queen Bed,47621202,Dona,Queens,Jamaica,40.6673,-73.76831,Private room,47,1,629,05/07/19,14.58,2,333
9182008,Huge beautiful 2 bedroom Apt in BEST Area,16176030,Amal,Queens,Ditmars Steinway,40.77497,-73.91425,Entire home/apt,140,4,11,26/08/17,0.25,1,38
9185696,Excellent 1 Bedroom Apt. in Queens,47790995,Harman,Queens,Queens Village,40.71846,-73.75584,Entire home/apt,75,5,85,25/05/19,1.9,1,332
9187379,"The room .  25 min to time square, Midway LGA/JFK",1495355,John,Queens,Forest Hills,40.7232,-73.84425999999999,Private room,50,1,9,21/04/19,0.42,2,0
9211534,"Spacious, Private Room For Rent",43846246,Zoey,Queens,Astoria,40.76547,-73.92079,Private room,70,1,0,,,1,0
9217707,Sunny and charming one bedroom,47932600,Marina,Queens,Rego Park,40.7303,-73.86674000000001,Entire home/apt,125,5,6,04/09/18,0.16,1,157
9219588,"Cozy, yet Spacious Apt in Astoria!",12864943,Tegan,Queens,Astoria,40.75855,-73.91020999999999,Entire home/apt,120,1,1,27/12/15,0.02,2,0
9238214,Sublet Cozy Spacious Private Room near Manhattan,48016303,Nelson,Queens,Astoria,40.75546,-73.91768,Private room,39,4,9,25/04/19,0.21,1,0
9238515,Cozy studio just off Main Street,48017685,Gonzalo,Queens,Flushing,40.7544,-73.82866,Shared room,20,3,3,25/01/19,0.07,1,0
9247687,Newly renovated apartment.,48055483,Vincent,Queens,Middle Village,40.715270000000004,-73.89829,Private room,70,1,1,05/01/16,0.02,1,364
9261392,Modern Lux APT Private Bath 15 min to Times Sq,7174662,K,Queens,Sunnyside,40.744609999999994,-73.92004,Private room,88,2,132,01/06/19,3.23,1,14
9275453,"Spacious House, 20 min to Manhattan",48171900,Michael,Queens,Ditmars Steinway,40.77707,-73.91398000000001,Private room,80,1,2,03/01/16,0.05,1,0
9278192,*LARGE PRIVATE ROOM WITH A LARGE WINDOW*,48183551,Carlos,Queens,Elmhurst,40.74507,-73.88351999999999,Private room,58,6,76,21/06/19,1.75,5,279
9319688,EXCELLENT LOCATION near Manhattan!!,48372942,Magdalena,Queens,Astoria,40.76354,-73.91789,Private room,77,2,1,06/05/18,0.07,1,364
9334840,Cozy warm one bedroom,2716515,Nick,Queens,Astoria,40.7576,-73.9067,Entire home/apt,70,1,1,11/11/15,0.02,1,0
9336526,Small room with convenient commute,27962518,Xiangyu,Queens,Elmhurst,40.73682,-73.875,Private room,180,1,0,,,2,0
9342019,Cozy 2 Bedroom in Historic District,22308430,Benjamin,Queens,Jackson Heights,40.75462,-73.88284,Entire home/apt,144,2,13,24/03/19,0.3,1,288
9351013,"Boutique Living, 10 min from NYC",48532777,Alexander,Queens,Ditmars Steinway,40.776270000000004,-73.90963,Entire home/apt,89,1,16,31/12/17,0.45,1,36
9351679,"1Bdr APARTMENT, Astoria, NY [10min from Manhattan]",48534909,Despina,Queens,Astoria,40.764829999999996,-73.91521999999999,Entire home/apt,99,4,4,04/01/19,0.09,1,0
9370370,Garden Apartment with patio,48618336,Yvonne,Queens,Astoria,40.76507,-73.90576999999999,Entire home/apt,65,30,32,23/09/17,0.72,1,67
9374263,Ashes Cove,48638439,Aston,Queens,Springfield Gardens,40.66203,-73.7698,Entire home/apt,200,30,68,03/07/19,1.66,2,365
9395128,"LGA/TimeSqaure/Private BDroom+Bath, Queens",36577517,Nan,Queens,Elmhurst,40.74449,-73.88096,Private room,49,2,21,15/06/19,0.48,2,311
9415685,Master Room & private bathroom 15m to Manhattan,43908809,M&L,Queens,Woodside,40.750659999999996,-73.90424,Private room,155,2,14,29/04/18,0.33,3,90
9427868,Grand Home On Kissena Park in Flushing NYC,23234988,Ann,Queens,Flushing,40.75114,-73.80695,Entire home/apt,500,2,20,31/05/19,0.85,6,243
9450180,Private Room Available,7989399,Esin,Queens,Sunnyside,40.7388,-73.92501,Private room,65,3,13,18/05/19,0.58,2,167
9452237,2 BED STEP TO THE TRAIN,5855145,Edward,Queens,Ditmars Steinway,40.77588,-73.90782,Entire home/apt,125,2,38,03/06/19,0.87,2,330
9452728,❤️ Charming and Quiet NYC Guestroom ❤️,48983104,Lily,Queens,Middle Village,40.7206,-73.87382,Private room,60,1,95,23/06/19,2.22,3,80
9459037,Gorgeous studio,33368633,John,Queens,Forest Hills,40.72484,-73.84505,Entire home/apt,114,4,74,27/06/19,1.69,2,350
9466003,Best house for New York 欢迎中国游客短租,39981142,Bryant,Queens,Maspeth,40.733290000000004,-73.89463,Private room,68,1,0,,,1,0
9476397,Spacious room in the heart of Astoria!,40503875,Hebert,Queens,Astoria,40.75823,-73.90881,Private room,60,1,49,04/02/19,1.13,2,0
9478370,Spacious and comfortable 1Br apt close to NYC.,8200337,María Cristina,Queens,Sunnyside,40.74538,-73.92139,Entire home/apt,115,2,6,02/07/18,0.18,1,0
9507100,Modern luxurious studio apt. 15 mins to Times Sq.,49182321,Julie,Queens,Long Island City,40.752109999999995,-73.94082,Entire home/apt,149,5,4,20/10/17,0.14,1,0
9510385,Lovely bedroom,49279577,Yone,Queens,Astoria,40.76737,-73.91244,Private room,70,2,26,22/05/19,0.75,1,128
9533144,"Beautifully renovated, spacious 2br",12260878,Konstans,Queens,Astoria,40.75762,-73.9144,Entire home/apt,280,2,0,,,1,0
9539912,1BDRM 25 min subway to Times sq,49411357,Viacheslav,Queens,Forest Hills,40.71425,-73.84503000000001,Entire home/apt,100,14,0,,,1,0
9541017,Das Haus: our cozy NYC home,55480,Erin,Queens,Long Island City,40.76227,-73.93034,Entire home/apt,150,1,0,,,1,0
9550620,❤️❤️Relaxing Guestroom by a Lovely Park ❤️❤️,48983104,Lily,Queens,Middle Village,40.72058,-73.87493,Private room,60,2,72,20/04/19,1.68,3,81
9555648,15 Minutes from Central Park - Studio apartment,23815371,Tina,Queens,Ditmars Steinway,40.78115,-73.90883000000001,Entire home/apt,103,1,126,11/06/19,3.2,1,245
9562872,"Close to subway, all shops, restaurants!",49509847,Abhilasha Ashiv,Queens,Rego Park,40.724779999999996,-73.85579,Entire home/apt,109,3,88,01/07/19,2.49,1,357
9563873,1  ROOM IN A NEW HOUSE IN QUEENS,49514708,Steve,Queens,Jamaica,40.690090000000005,-73.79555,Private room,37,4,42,07/07/19,0.98,1,228
9575790,Entire Spacious Apt: LIMITED DATES,43632142,Michael,Queens,Astoria,40.76275,-73.92052,Entire home/apt,150,3,0,,,1,220
9577006,Private Bedroom,44620317,Claudia,Queens,Corona,40.73703,-73.85861,Private room,55,2,33,19/02/18,0.75,4,280
9597031,Cozy Apartment 20 min to Manhattan!,49671297,Kujtim,Queens,Ridgewood,40.707770000000004,-73.898,Entire home/apt,100,3,27,27/08/18,0.63,1,107
9597325,Perfect Studio in Brooklyn/Queens,2736439,Cindy & Jeremy,Queens,Maspeth,40.71382,-73.91282,Entire home/apt,89,3,54,19/06/19,1.26,1,331
9613541,Open Room for December,49738780,Katie,Queens,Astoria,40.77211,-73.92055,Private room,100,1,0,,,1,0
9615209,Cozy Studio in Luxury Building LIC,49746656,Elva,Queens,Long Island City,40.74572,-73.95679,Entire home/apt,85,5,1,13/08/16,0.03,1,0
9633323,EmpireStateView one bedroom apart,23312516,Vera,Queens,Astoria,40.75697,-73.91847,Entire home/apt,130,3,39,30/06/19,0.89,1,331
9645934,Great NYC Apt in Forest Hills,2204011,Beto,Queens,Forest Hills,40.71322,-73.83493,Entire home/apt,100,4,11,15/01/19,0.31,1,15
9647235,Excellent condition condo Apt,49879147,Rohit,Queens,Forest Hills,40.7276,-73.85183,Private room,75,1,0,,,1,0
9652591,Cozy comfort minutes to Manhattan!,22855974,Lauren + Reggie,Queens,Astoria,40.765609999999995,-73.9248,Private room,89,2,53,30/06/19,1.33,1,39
9652949,REALLY HUGE&COZY ROOM ASTORIA 10 MIN TO MANHATTAN,433207,Maryann,Queens,Astoria,40.76112,-73.9146,Private room,60,1,150,17/06/19,3.75,2,179
9663062,Location Eden,3250450,Petya,Queens,Astoria,40.75806,-73.91345,Private room,43,30,3,07/11/18,0.08,18,310
9665709,Spacious 1 BR apartment,49951208,Steven,Queens,Long Island City,40.74391,-73.95461,Entire home/apt,120,2,0,,,1,0
9674142,1 bed in Chic Apt in Astoria NYC,49620552,Raul,Queens,Astoria,40.76768,-73.90986,Private room,59,1,156,02/07/19,3.59,4,208
9674453,ENTIRE Chic Apt in Astoria NYC,49620552,Raul,Queens,Astoria,40.76923,-73.91203,Entire home/apt,239,3,8,02/01/19,0.19,4,274
9674869,Cozy room in Chic Apt Astoria NY,49620552,Raul,Queens,Astoria,40.76933,-73.91164,Private room,49,1,14,16/06/19,0.32,4,89
9684503,Big Comfy Bedroom 20 mins from Midtown Manhattan!,50024703,Emily,Queens,Astoria,40.75658,-73.92181,Private room,68,3,6,07/10/17,0.14,1,0
9693080,Entire 1BR apartment in NYC,634195,Luis,Queens,Sunnyside,40.745090000000005,-73.9236,Entire home/apt,85,4,2,11/08/16,0.05,1,0
9694297,Private room in Historic Queens NY,50064597,David,Queens,Woodhaven,40.694720000000004,-73.84855999999999,Private room,45,2,5,21/08/17,0.12,1,0
9698613,"1 Bedroom Sublet in Astoria, NY",50084376,Asijah,Queens,Ditmars Steinway,40.77472,-73.90993,Private room,35,1,2,05/01/16,0.05,1,0
9698691,"Big 1 Bed, kitchen, living room, TV",50084137,Andrew,Queens,Jackson Heights,40.75251,-73.8898,Entire home/apt,105,7,2,31/01/16,0.05,1,0
9709801,Large room,50131208,Rob,Queens,Astoria,40.769940000000005,-73.91841,Private room,40,1,0,,,1,0
9715891,"Rooftop, Doorman, Luxury Building",6365575,Samir,Queens,Long Island City,40.74723,-73.94144,Entire home/apt,200,3,0,,,1,0
9731039,Studio/Office in heart of Sunnyside,50213378,Mark,Queens,Sunnyside,40.74463,-73.91918000000001,Entire home/apt,99,1,0,,,1,0
9735503,Full 1BR+Balcony 17min to Midtown,166014,Matt & Virginia,Queens,Astoria,40.77066,-73.92181,Entire home/apt,100,7,2,06/08/16,0.05,1,0
9749603,New York artistic house &Queens,19256647,Jiao,Queens,Flushing,40.73157,-73.83263000000001,Entire home/apt,65,7,0,,,1,0
9754751,Large 1 Bedroom Apartment,19067539,Rajesh,Queens,Kew Gardens,40.70344,-73.83435,Entire home/apt,100,1,2,10/08/17,0.09,1,0
9757875,NY Queens Penthouse Share = 1LOFT aka Queens' Loft,34861728,Iris,Queens,Kew Gardens,40.7092,-73.82984,Private room,65,7,8,25/10/18,0.18,4,320
9759592,5 minutes to JFK airport bed/bath -room A,50331556,Marilee & Gene,Queens,Rosedale,40.67836,-73.729,Private room,90,1,54,19/05/19,1.26,1,180
9768333,"Spacious 1BD, City View, Near Train",9144218,Daniel,Queens,Astoria,40.764759999999995,-73.91935,Entire home/apt,125,8,0,,,1,0
9792315,Sunny Astoria 2BR with Porch!,5814274,Sam,Queens,Astoria,40.77254,-73.92853000000001,Entire home/apt,225,4,0,,,1,0
9794402,Cute Apartment - heart of Astoria,17490821,Pierre,Queens,Astoria,40.7609,-73.92288,Entire home/apt,100,3,1,28/12/15,0.02,1,0
9821359,"Adorable, quiet Astoria apartment",50588693,Robb,Queens,Astoria,40.76125,-73.91008000000001,Private room,30,1,0,,,1,0
9831392,Cozy Modern Apartment Above Subway,49453860,Xionghui,Queens,Forest Hills,40.72126,-73.84541999999999,Entire home/apt,123,1,0,,,1,0
9839263,Location Little Nana (only female),3250450,Petya,Queens,Astoria,40.76036,-73.92399999999999,Private room,39,18,0,,,18,310
9858259,"Private guest studio in the heart of Astoria, NYC",50451849,Bianca,Queens,Astoria,40.76993,-73.91762,Entire home/apt,65,2,92,03/07/19,2.19,1,12
9859181,2 bed/3 bed with parking,10237786,Livia,Queens,Ditmars Steinway,40.782740000000004,-73.91318000000001,Entire home/apt,88,3,117,05/07/19,2.88,1,192
9881195,HUGE Apartment - Close to Subway,5913612,John-Paul,Queens,Astoria,40.76197,-73.92208000000001,Entire home/apt,150,1,1,03/01/16,0.02,1,0
9884516,Gorgeous Space in LIC/Astoria,47653056,Jamie,Queens,Long Island City,40.75342,-73.9237,Private room,66,7,1,05/01/16,0.02,1,0
9887763,Spacious and comfortable rm in LIC,31534322,Nia,Queens,Long Island City,40.7484,-73.94604,Private room,90,2,59,02/01/19,1.37,4,33
9894602,Large Room in Sunny Astoria Apt,10456845,Taylor,Queens,Astoria,40.75764,-73.92283,Private room,65,1,2,11/08/18,0.05,2,0
9895587,"Exposed brick bedroom, LIC Queens",31534322,Nia,Queens,Long Island City,40.7484,-73.94651,Private room,70,2,113,11/05/19,2.6,4,63
9899132,Spacious Private 1-Bedroom Apartment,9995094,Jim,Queens,Long Island City,40.74691,-73.95348,Entire home/apt,200,3,93,03/07/19,2.17,1,86
9919728,Nice Queens townhome with parking!,50997424,Mark,Queens,Middle Village,40.71578,-73.87713000000001,Entire home/apt,250,7,5,28/05/19,0.13,2,363
9920363,Convenient Ridgewood Brownstone,50997424,Mark,Queens,Ridgewood,40.70422,-73.8984,Entire home/apt,375,4,5,17/05/19,0.13,2,364
9943427,Cozy Studio 15 minutes to Manhattan,26444500,Hana,Queens,Sunnyside,40.74024,-73.92428000000001,Private room,59,1,0,,,1,0
